"","year","location","survey_group","spawning_area"
"200",2018,"belowlowerauditorium","gsa",TRUE
"201",2018,"bigbar","hfc",TRUE
"202",2018,"bigholeeast","hfc",TRUE
"203",2018,"bigholewest","hfc",FALSE
"204",2018,"cottonwood","gsa",TRUE
"205",2018,"developing","hfc",TRUE
"206",2018,"eye","lfc",FALSE
"207",2018,"eyesidechannel","lfc",FALSE
"208",2018,"g95eastsidechannelbottom","hfc",FALSE
"209",2018,"g95eastsidechanneltop","hfc",TRUE
"210",2018,"g95main","hfc",FALSE
"211",2018,"g95westsidechannel","hfc",FALSE
"212",2018,"gateway","lfc",TRUE
"213",2018,"goose","hfc",FALSE
"214",2018,"greatwestern","lfc",FALSE
"215",2018,"hatchery","gsa",TRUE
"216",2018,"hatcherypipe","gsa",TRUE
"217",2018,"hatcherysidechannel","gsa",TRUE
"218",2018,"keister","hfc",TRUE
"219",2018,"lowerauditorium","gsa",TRUE
"220",2018,"lowerbig","hfc",FALSE
"221",2018,"lowerhour","hfc",TRUE
"222",2018,"lowermcfarland","hfc",TRUE
"223",2018,"lowerrobinson","lfc",TRUE
"224",2018,"lowertablemountain","gsa",TRUE
"225",2018,"lowervanceeast","hfc",FALSE
"226",2018,"mathews","lfc",FALSE
"227",2018,"middleauditorium","gsa",TRUE
"228",2018,"moessidechannel","gsa",TRUE
"229",2018,"palm","hfc",FALSE
"230",2018,"steep","lfc",TRUE
"231",2018,"steepsidechannel","lfc",FALSE
"232",2018,"tablemountain","gsa",TRUE
"233",2018,"topofauditorium","gsa",TRUE
"234",2018,"topofhatchery","gsa",TRUE
"235",2018,"trailerpark","lfc",FALSE
"236",2018,"upperauditorium","gsa",TRUE
"237",2018,"uppercottonwood","gsa",TRUE
"238",2018,"upperhatchery","gsa",TRUE
"239",2018,"upperhour","hfc",FALSE
"240",2018,"uppermathews","lfc",FALSE
"241",2018,"uppermcfarland","hfc",FALSE
"242",2018,"upperrobinson","lfc",TRUE
"243",2018,"vanceeast","hfc",TRUE
"244",2018,"vancewest","hfc",FALSE
"245",2018,"weir","lfc",TRUE
"246",2019,"aleck","lfc",FALSE
"247",2019,"bedrock","gsa",TRUE
"248",2019,"belowbigholeeast","hfc",FALSE
"249",2019,"belowlowerauditorium","gsa",TRUE
"250",2019,"bigbar","hfc",TRUE
"251",2019,"bigholeeast","hfc",TRUE
"252",2019,"bigholewest","hfc",FALSE
"253",2019,"cottonwood","gsa",TRUE
"254",2019,"developing","hfc",TRUE
"255",2019,"eye","lfc",FALSE
"256",2019,"eyesidechannel","lfc",FALSE
"257",2019,"g95eastsidechannelbottom","hfc",FALSE
"258",2019,"g95eastsidechanneltop","hfc",TRUE
"259",2019,"g95main","hfc",FALSE
"260",2019,"g95westsidechannel","hfc",FALSE
"261",2019,"gateway","lfc",TRUE
"262",2019,"goose","hfc",FALSE
"263",2019,"greatwestern","lfc",FALSE
"264",2019,"hatchery","gsa",TRUE
"265",2019,"hatcherypipe","gsa",TRUE
"266",2019,"hatcherysidechannel","gsa",TRUE
"267",2019,"keister","hfc",TRUE
"268",2019,"lowerauditorium","gsa",TRUE
"269",2019,"lowerbig","hfc",FALSE
"270",2019,"lowerhour","hfc",TRUE
"271",2019,"lowermcfarland","hfc",TRUE
"272",2019,"lowerrobinson","lfc",TRUE
"273",2019,"lowertablemountain","gsa",TRUE
"274",2019,"lowervanceeast","hfc",FALSE
"275",2019,"mathews","lfc",FALSE
"276",2019,"middleauditorium","gsa",TRUE
"277",2019,"moessidechannel","gsa",TRUE
"278",2019,"palm","hfc",FALSE
"279",2019,"steep","lfc",TRUE
"280",2019,"steepsidechannel","lfc",FALSE
"281",2019,"tablemountain","gsa",TRUE
"282",2019,"topofauditorium","gsa",TRUE
"283",2019,"topofhatchery","gsa",TRUE
"284",2019,"trailerpark","lfc",FALSE
"285",2019,"upperauditorium","gsa",TRUE
"286",2019,"uppercottonwood","gsa",TRUE
"287",2019,"upperhatchery","gsa",TRUE
"288",2019,"upperhour","hfc",FALSE
"289",2019,"uppermathews","lfc",FALSE
"290",2019,"uppermcfarland","hfc",FALSE
"291",2019,"upperrobinson","lfc",TRUE
"292",2019,"vanceeast","hfc",TRUE
"293",2019,"vancewest","hfc",FALSE
"294",2019,"weir","lfc",TRUE
"295",2020,"aleck","lfc",FALSE
"296",2020,"bedrock","gsa",TRUE
"297",2020,"belowbigholeeast","hfc",FALSE
"298",2020,"belowlowerauditorium","gsa",TRUE
"299",2020,"bigbar","hfc",TRUE
"300",2020,"bigholeeast","hfc",TRUE
"301",2020,"bigholewest","hfc",FALSE
"302",2020,"cottonwood","gsa",TRUE
"303",2020,"developing","hfc",TRUE
"304",2020,"eye","lfc",FALSE
"305",2020,"eyesidechannel","lfc",FALSE
"306",2020,"g95eastsidechannelbottom","hfc",FALSE
"307",2020,"g95eastsidechanneltop","hfc",TRUE
"308",2020,"g95main","hfc",FALSE
"309",2020,"g95westsidechannel","hfc",FALSE
"310",2020,"gateway","lfc",TRUE
"311",2020,"goose","hfc",FALSE
"312",2020,"greatwestern","lfc",FALSE
"313",2020,"hatchery","gsa",TRUE
"314",2020,"hatcherypipe","gsa",TRUE
"315",2020,"hatcherysidechannel","gsa",TRUE
"316",2020,"keister","hfc",TRUE
"317",2020,"lowerauditorium","gsa",TRUE
"318",2020,"lowerbig","hfc",FALSE
"319",2020,"lowerhour","hfc",TRUE
"320",2020,"lowermcfarland","hfc",TRUE
"321",2020,"lowerrobinson","lfc",TRUE
"322",2020,"lowertablemountain","gsa",TRUE
"323",2020,"lowervanceeast","hfc",FALSE
"324",2020,"mathews","lfc",FALSE
"325",2020,"middleauditorium","gsa",TRUE
"326",2020,"moessidechannel","gsa",TRUE
"327",2020,"palm","hfc",FALSE
"328",2020,"steep","lfc",TRUE
"329",2020,"steepsidechannel","lfc",FALSE
"330",2020,"tablemountain","gsa",TRUE
"331",2020,"topofauditorium","gsa",TRUE
"332",2020,"topofhatchery","gsa",TRUE
"333",2020,"trailerpark","lfc",FALSE
"334",2020,"upperauditorium","gsa",TRUE
"335",2020,"uppercottonwood","gsa",TRUE
"336",2020,"upperhatchery","gsa",TRUE
"337",2020,"upperhour","hfc",FALSE
"338",2020,"uppermathews","lfc",FALSE
"339",2020,"uppermcfarland","hfc",FALSE
"340",2020,"upperrobinson","lfc",TRUE
"341",2020,"vanceeast","hfc",TRUE
"342",2020,"vancewest","hfc",FALSE
"343",2020,"weir","lfc",TRUE
"344",2021,"aleck","lfc",FALSE
"345",2021,"bedrock","gsa",TRUE
"346",2021,"belowbigholeeast","hfc",FALSE
"347",2021,"belowlowerauditorium","gsa",TRUE
"348",2021,"bigbar","hfc",TRUE
"349",2021,"bigholeeast","hfc",TRUE
"350",2021,"bigholewest","hfc",FALSE
"351",2021,"cottonwood","gsa",TRUE
"352",2021,"developing","hfc",TRUE
"353",2021,"eye","lfc",FALSE
"354",2021,"eyesidechannel","lfc",FALSE
"355",2021,"g95eastsidechannelbottom","hfc",FALSE
"356",2021,"g95eastsidechanneltop","hfc",TRUE
"357",2021,"g95main","hfc",FALSE
"358",2021,"g95westsidechannel","hfc",FALSE
"359",2021,"gateway","lfc",TRUE
"360",2021,"goose","hfc",FALSE
"361",2021,"greatwestern","lfc",FALSE
"362",2021,"hatchery","gsa",TRUE
"363",2021,"hatcherypipe","gsa",TRUE
"364",2021,"hatcherysidechannel","gsa",TRUE
"365",2021,"keister","hfc",TRUE
"366",2021,"lowerauditorium","gsa",TRUE
"367",2021,"lowerbig","hfc",FALSE
"368",2021,"lowerhour","hfc",TRUE
"369",2021,"lowermcfarland","hfc",TRUE
"370",2021,"lowerrobinson","lfc",TRUE
"371",2021,"lowertablemountain","gsa",TRUE
"372",2021,"lowervanceeast","hfc",FALSE
"373",2021,"mathews","lfc",FALSE
"374",2021,"middleauditorium","gsa",TRUE
"375",2021,"moessidechannel","gsa",TRUE
"376",2021,"palm","hfc",FALSE
"377",2021,"steep","lfc",TRUE
"378",2021,"steepsidechannel","lfc",FALSE
"379",2021,"tablemountain","gsa",TRUE
"380",2021,"topofauditorium","gsa",TRUE
"381",2021,"topofhatchery","gsa",TRUE
"382",2021,"trailerpark","lfc",FALSE
"383",2021,"upperauditorium","gsa",TRUE
"384",2021,"uppercottonwood","gsa",TRUE
"385",2021,"upperhatchery","gsa",TRUE
"386",2021,"upperhour","hfc",FALSE
"387",2021,"uppermathews","lfc",FALSE
"388",2021,"uppermcfarland","hfc",FALSE
"389",2021,"upperrobinson","lfc",TRUE
"390",2021,"vanceeast","hfc",TRUE
"391",2021,"vancewest","hfc",FALSE
"392",2021,"weir","lfc",TRUE
"393",2022,"aleck","lfc",FALSE
"394",2022,"bedrock","gsa",TRUE
"395",2022,"belowbigholeeast","hfc",FALSE
"396",2022,"belowlowerauditorium","gsa",TRUE
"397",2022,"bigbar","hfc",TRUE
"398",2022,"bigholeeast","hfc",TRUE
"399",2022,"bigholewest","hfc",FALSE
"400",2022,"cottonwood","gsa",TRUE
"401",2022,"developing","hfc",TRUE
"402",2022,"eye","lfc",FALSE
"403",2022,"eyesidechannel","lfc",FALSE
"404",2022,"g95eastsidechannelbottom","hfc",FALSE
"405",2022,"g95eastsidechanneltop","hfc",TRUE
"406",2022,"g95main","hfc",FALSE
"407",2022,"g95westsidechannel","hfc",FALSE
"408",2022,"gateway","lfc",TRUE
"409",2022,"goose","hfc",FALSE
"410",2022,"greatwestern","lfc",FALSE
"411",2022,"hatchery","gsa",TRUE
"412",2022,"hatcherypipe","gsa",TRUE
"413",2022,"hatcherysidechannel","gsa",TRUE
"414",2022,"keister","hfc",TRUE
"415",2022,"lowerauditorium","gsa",TRUE
"416",2022,"lowerbig","hfc",FALSE
"417",2022,"lowerhour","hfc",TRUE
"418",2022,"lowermcfarland","hfc",TRUE
"419",2022,"lowerrobinson","lfc",TRUE
"420",2022,"lowertablemountain","gsa",TRUE
"421",2022,"lowervanceeast","hfc",FALSE
"422",2022,"mathews","lfc",FALSE
"423",2022,"middleauditorium","gsa",TRUE
"424",2022,"moessidechannel","gsa",TRUE
"425",2022,"palm","hfc",FALSE
"426",2022,"steep","lfc",TRUE
"427",2022,"steepsidechannel","lfc",FALSE
"428",2022,"tablemountain","gsa",TRUE
"429",2022,"topofauditorium","gsa",TRUE
"430",2022,"topofhatchery","gsa",TRUE
"431",2022,"trailerpark","lfc",FALSE
"432",2022,"upperauditorium","gsa",TRUE
"433",2022,"uppercottonwood","gsa",TRUE
"434",2022,"upperhatchery","gsa",TRUE
"435",2022,"upperhour","hfc",FALSE
"436",2022,"uppermathews","lfc",FALSE
"437",2022,"uppermcfarland","hfc",FALSE
"438",2022,"upperrobinson","lfc",TRUE
"439",2022,"vanceeast","hfc",TRUE
"440",2022,"vancewest","hfc",FALSE
"441",2022,"weir","lfc",TRUE
"442",2023,"aleck","lfc",FALSE
"443",2023,"bedrock","gsa",TRUE
"444",2023,"belowbigholeeast","hfc",FALSE
"445",2023,"belowlowerauditorium","gsa",TRUE
"446",2023,"bigbar","hfc",TRUE
"447",2023,"bigholeeast","hfc",TRUE
"448",2023,"bigholewest","hfc",FALSE
"449",2023,"cottonwood","gsa",TRUE
"450",2023,"developing","hfc",TRUE
"451",2023,"eye","lfc",FALSE
"452",2023,"eyesidechannel","lfc",FALSE
"453",2023,"g95eastsidechannelbottom","hfc",FALSE
"454",2023,"g95eastsidechanneltop","hfc",TRUE
"455",2023,"g95main","hfc",FALSE
"456",2023,"g95westsidechannel","hfc",FALSE
"457",2023,"gateway","lfc",TRUE
"458",2023,"goose","hfc",FALSE
"459",2023,"greatwestern","lfc",FALSE
"460",2023,"hatchery","gsa",TRUE
"461",2023,"hatcherypipe","gsa",TRUE
"462",2023,"hatcherysidechannel","gsa",TRUE
"463",2023,"keister","hfc",TRUE
"464",2023,"lowerauditorium","gsa",TRUE
"465",2023,"lowerbig","hfc",FALSE
"466",2023,"lowerhour","hfc",TRUE
"467",2023,"lowermcfarland","hfc",TRUE
"468",2023,"lowerrobinson","lfc",TRUE
"469",2023,"lowertablemountain","gsa",TRUE
"470",2023,"lowervanceeast","hfc",FALSE
"471",2023,"mathews","lfc",FALSE
"472",2023,"middleauditorium","gsa",TRUE
"473",2023,"moessidechannel","gsa",TRUE
"474",2023,"palm","hfc",FALSE
"475",2023,"steep","lfc",TRUE
"476",2023,"steepsidechannel","lfc",FALSE
"477",2023,"tablemountain","gsa",TRUE
"478",2023,"topofauditorium","gsa",TRUE
"479",2023,"topofhatchery","gsa",TRUE
"480",2023,"trailerpark","lfc",FALSE
"481",2023,"upperauditorium","gsa",TRUE
"482",2023,"uppercottonwood","gsa",TRUE
"483",2023,"upperhatchery","gsa",TRUE
"484",2023,"upperhour","hfc",FALSE
"485",2023,"uppermathews","lfc",FALSE
"486",2023,"uppermcfarland","hfc",FALSE
"487",2023,"upperrobinson","lfc",TRUE
"488",2023,"vanceeast","hfc",TRUE
"489",2023,"vancewest","hfc",FALSE
"490",2023,"weir","lfc",TRUE
